Spider-Man: Homecoming|2017|12|133|Action, Adventure, Sci-Fi|Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.|spider-man_homecoming_2017.jpg
American Gangster|2007|18|157|Biography, Crime, Drama|An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.|american_gangster_2007.jpg
Transformers: Revenge of the Fallen|2009|12|150|Action, Adventure, Sci-Fi|Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.|transformers_revenge_of_the_fallen_2009.jpg
King Kong|2005|12|187|Action, Adventure, Drama|In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to the mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with leading lady Ann Darrow.|king_kong_2005.jpg
The Mummy|1999|12|124|Action, Adventure, Fantasy|An American serving in the French Foreign Legion on an archaeological dig at the ancient city of Hamunaptra accidentally awakens a mummy that wreaks havoc on him, and his crew.|the_mummy_1999.jpg
Zootopia|2016|12|108|Animation, Adventure, Comedy|In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.|zootopia_2016.jpg
The Terminal|2004|12|128|Comedy, Drama, Romance|An eastern immigrant finds himself stranded in JFK airport, and must take up temporary residence there.|the_terminal_2004.jpg
The 40-Year-Old Virgin|2005|18|116|Comedy, Romance|Goaded by his buddies, a nerdy guy who's never "done the deed" only finds the pressure mounting when he meets a single mother.|the_40-year-old_virgin_2005.jpg
In Bruges|2008|18|107|Comedy, Crime, Drama|Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.|in_bruges_2008.jpg
This Is the End|2013|18|107|Comedy, Fantasy|6 Los Angeles celebrities are stuck in James Franco's house after a series of devastating events just destroyed the city. Inside, the group not only will have to face with the apocalypse, but with themselves.|this_is_the_end_2013.jpg
Tangled|2010|12|100|Animation, Adventure, Comedy|The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.|tangled_2010.jpg
Big Hero 6|2014|12|102|Animation, Action, Adventure|The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.|big_hero_6_2014.jpg
Alice in Wonderland|2010|12|108|Adventure, Family, Fantasy|Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.|alice_in_wonderland_2010.jpg
Mission: Impossible|1996|12|110|Action, Adventure, Thriller|An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.|mission_impossible_1996.jpg
Midnight in Paris|2011|12|94|Comedy, Fantasy, Romance|While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s everyday at midnight.|midnight_in_paris_2011.jpg
Training Day|2001|18|122|Crime, Drama, Thriller|On his first day on the job as a Los Angeles narcotics officer, a rookie cop goes beyond a full work day in training within the narcotics division of the L.A.P.D. with a rogue detective who isn't what he appears to be.|training_day_2001.jpg
Dead Poets Society|1989|12|128|Comedy, Drama|English teacher John Keating inspires his students to look at poetry with a different perspective of authentic knowledge and feelings.|dead_poets_society_1989.jpg
American Pie|1999|18|95|Comedy|Four teenage boys enter a pact to lose their virginity by prom night.|american_pie_1999.jpg
The Princess Bride|1987|12|98|Adventure, Family, Fantasy|While home sick in bed, a young boy's grandfather reads him a story called The Princess Bride.|the_princess_bride_1987.jpg
Tropic Thunder|2008|18|107|Action, Comedy|Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.|tropic_thunder_2008.jpg
Saw|2004|18|103|Horror, Mystery, Thriller|Two strangers, who awaken in a room with no recollection of how they got there, soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.|saw_2004.jpg
Cloverfield|2008|12|85|Action, Horror, Sci-Fi|A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.|cloverfield_2008.jpg
Back to the Future Part III|1990|12|118|Adventure, Comedy, Sci-Fi|Enjoying a peaceable existence in 1885, Doctor Emmet Brown is about to be killed by Buford "Mad Dog" Tannen. Marty McFly travels back in time to save his friend.|back_to_the_future_part_iii_1990.jpg
Terminator 3: Rise of the Machines|2003|18|109|Action, Sci-Fi|A cybernetic warrior from a post-apocalyptic future travels back in time to protect a 25-year old drifter and his future wife from a most advanced robotic assassin and to ensure they both survive a nuclear attack.|terminator_3_rise_of_the_machines_2003.jpg
The Theory of Everything|2014|12|123|Biography, Drama, Romance|A look at the relationship between the famous physicist Stephen Hawking and his wife.|the_theory_of_everything_2014.jpg
Platoon|1986|18|120|Drama, War|A young soldier in Vietnam faces a moral crisis when confronted with the horrors of war and the duality of man.|platoon_1986.jpg
Spectre|2015|12|148|Action, Adventure, Thriller|A cryptic message from 007 past sends him pitted against a mysterious terrorist organization called Spectre, and learns of its involvement on previous events of his most dangerous missions before.|spectre_2015.jpg
Fast & Furious 6|2013|12|130|Action, Crime, Thriller|Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty.|fast_&_furious_6_2013.jpg
In Time|2011|12|109|Action, Sci-Fi, Thriller|In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Here, Will Salas finds himself accused of murder and on the run with a hostage - a connection that becomes an important part of the way against the system.|in_time_2011.jpg
Spotlight|2015|18|128|Crime, Drama, History|The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.|spotlight_2015.jpg
Godzilla|2014|12|123|Action, Adventure, Sci-Fi|The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.|godzilla_2014.jpg
28 Days Later...|2002|18|113|Drama, Horror, Sci-Fi|Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary.|28_days_later_2002.jpg
Bruce Almighty|2003|12|101|Comedy, Drama, Fantasy|A guy who complains about God too often is given almighty powers to teach him how difficult it is to run the world.|bruce_almighty_2003.jpg
Hacksaw Ridge|2016|18|139|Biography, Drama, History|World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people, and becomes the first man in American history to receive the Medal of Honor without firing a shot.|hacksaw_ridge_2016.jpg
Get Out|2017|18|104|Horror, Mystery, Thriller|A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.|get_out_2017.jpg
Wanted|2008|18|110|Action, Crime, Fantasy|A frustrated office worker learns that he is the son of a professional assassin and that he shares his father's superhuman killing abilities.|wanted_2008.jpg
Predator|1987|18|107|Action, Sci-Fi, Thriller|A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.|predator_1987.jpg
Die Hard with a Vengeance|1995|18|128|Action, Adventure, Thriller|John McClane and a Harlem store owner are targeted by German terrorist Simon Gruber in New York City, where he plans to rob the Federal Reserve Building.|die_hard_with_a_vengeance_1995.jpg
Despicable Me 2|2013|12|98|Animation, Adventure, Comedy|When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.|despicable_me_2_2013.jpg
Blade Runner 2049|2017|18|164|Drama, Mystery, Sci-Fi|A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.|blade_runner_2049_2017.jpg
X-Men: Apocalypse|2016|12|144|Action, Adventure, Sci-Fi|After the re-emergence of the world's first mutant, the world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.|x-men_apocalypse_2016.jpg
The Illusionist|2006|12|110|Drama, Mystery, Romance|In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.|the_illusionist_2006.jpg
Black Hawk Down|2001|18|144|Drama, History, War|160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.|black_hawk_down_2001.jpg
The Lost World: Jurassic Park|1997|12|129|Action, Adventure, Sci-Fi|A research team is sent to the Jurassic Park Site B island to study the dinosaurs there while another team approaches with another agenda.|the_lost_world_jurassic_park_1997.jpg
Unforgiven|1992|18|130|Drama, Western|Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner and a young man.|unforgiven_1992.jpg
The Chronicles of Narnia: The Lion, the Witch and the Wardrobe|2005|12|143|Adventure, Family, Fantasy|Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.|the_chronicles_of_narnia_the_lion,_the_witch_and_the_wardrobe_2005.jpg
Collateral|2004|18|120|Crime, Drama, Thriller|A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.|collateral_2004.jpg
The Devil Wears Prada|2006|12|109|Comedy, Drama|A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine.|the_devil_wears_prada_2006.jpg
Furious 7|2015|12|137|Action, Crime, Thriller|Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.|furious_7_2015.jpg
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan|2006|18|84|Comedy|Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat becomes more interested in locating and marrying Pamela Anderson.|borat_cultural_learnings_of_america_for_make_benefit_glorious_nation_of_kazakhstan_2006.jpg
Baby Driver|2017|18|112|Action, Crime, Drama|After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.|baby_driver_2017.jpg
Knocked Up|2007|18|129|Comedy, Romance|For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.|knocked_up_2007.jpg
E.T. the Extra-Terrestrial|1982|12|115|Family, Sci-Fi|A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.|et_the_extra-terrestrial_1982.jpg
The Cabin in the Woods|2012|18|95|Comedy, Horror|Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods.|the_cabin_in_the_woods_2012.jpg
Scott Pilgrim vs. the World|2010|12|112|Action, Comedy, Romance|Scott Pilgrim must defeat his new girlfriend's seven evil exes in order to win her heart.|scott_pilgrim_vs_the_world_2010.jpg
Amadeus|1984|18|160|Biography, Drama, History|The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporary composer who was insanely jealous of Mozart's talent and claimed to have murdered him.|amadeus_1984.jpg
Stand by Me|1986|18|89|Adventure, Drama|After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.|stand_by_me_1986.jpg
Ocean's Twelve|2004|12|125|Crime, Thriller|Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's 11.|ocean's_twelve_2004.jpg
Brave|2012|12|93|Animation, Adventure, Comedy|Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.|brave_2012.jpg
Fast Five|2011|12|130|Action, Crime, Thriller|Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.|fast_five_2011.jpg
Dumb and Dumber|1994|12|107|Comedy|The cross-country adventures of 2 good-hearted but incredibly stupid friends.|dumb_and_dumber_1994.jpg
The Machinist|2004|18|101|Drama, Thriller|An industrial worker who hasn't slept in a year begins to doubt his own sanity.|the_machinist_2004.jpg
Cloud Atlas|2012|18|172|Action, Drama, Mystery|An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution.|cloud_atlas_2012.jpg
Easy A|2010|12|92|Comedy, Drama, Romance|A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.|easy_a_2010.jpg
2012|2009|12|158|Action, Adventure, Sci-Fi|A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.|2012_2009.jpg
Wreck-It Ralph|2012|12|101|Animation, Adventure, Comedy|A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.|wreck-it_ralph_2012.jpg
Moneyball|2011|12|133|Biography, Drama, Sport|Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.|moneyball_2011.jpg
Fantastic Beasts and Where to Find Them|2016|12|133|Adventure, Family, Fantasy|The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school.|fantastic_beasts_and_where_to_find_them_2016.jpg
The Godfather: Part III|1990|18|162|Crime, Drama|In the midst of trying to legitimize his business dealings in New York City and Italy in 1979, aging Mafia Don Michael Corleone seeks to avow for his sins, while taking his nephew Vincent Mancini under his wing.|the_godfather_part_iii_1990.jpg
The Thing|1982|18|109|Horror, Mystery, Sci-Fi|A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.|the_thing_1982.jpg
The Italian Job|2003|12|111|Action, Crime, Thriller|After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally.|the_italian_job_2003.jpg
Super 8|2011|12|112|Mystery, Sci-Fi, Thriller|During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.|super_8_2011.jpg
127 Hours|2010|18|94|Adventure, Biography, Drama|An adventurous mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.|127_hours_2010.jpg
Sweeney Todd: The Demon Barber of Fleet Street|2007|18|116|Drama, Horror, Musical|The infamous story of Benjamin Barker, aka Sweeney Todd, who sets up a barber shop in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett.|sweeney_todd_the_demon_barber_of_fleet_street_2007.jpg
Madagascar|2005|12|86|Animation, Adventure, Comedy|Spoiled by their upbringing and unaware of what wildlife really is, four animals from the New York Central Zoo escape, unwittingly assisted by four absconding penguins, and find themselves in Madagascar.|madagascar_2005.jpg
The Town|2010|18|125|Crime, Drama, Thriller|As he plans his next job, a longtime thief tries to balance his feelings for a bank manager connected to one of his earlier heists, as well as the F.B.I. Agent looking to bring him and his crew down.|the_town_2010.jpg
Terminator Salvation|2009|12|115|Action, Adventure, Sci-Fi|In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?|terminator_salvation_2009.jpg
Ghostbusters|1984|12|105|Action, Comedy, Fantasy|Three former parapsychology professors set up shop as a unique ghost removal service.|ghostbusters_1984.jpg
Cars|2006|3|117|Animation, Comedy, Family|A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family.|cars_2006.jpg
The Fast and the Furious|2001|12|106|Action, Crime, Thriller|Los Angeles police officer Brian O'Connor must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.|the_fast_and_the_furious_2001.jpg
Boyhood|2014|18|165|Drama|The life of Mason, from early childhood to his arrival at college.|boyhood_2014.jpg
The Fighter|2010|18|116|Biography, Drama, Sport|Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.|the_fighter_2010.jpg
22 Jump Street|2014|18|112|Action, Comedy, Crime|After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.|22_jump_street_2014.jpg
Friends with Benefits|2011|18|109|Comedy, Romance|A young man and woman decide to take their friendship to the next level without becoming a couple, but soon discover that adding sex only leads to complications.|friends_with_benefits_2011.jpg
Wedding Crashers|2005|18|119|Comedy, Romance|John Beckwith and Jeremy Grey, a pair of committed womanizers who sneak into weddings to take advantage of the romantic tinge in the air, find themselves at odds with one another when John meets and falls for Claire Cleary.|wedding_crashers_2005.jpg
It|2017|18|135|Drama, Horror, Thriller|In the summer of 1989, a group of bullied kids band together to destroy a shapeshifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.|it_2017.jpg
Aladdin|1992|3|90|Animation, Adventure, Comedy|When a street urchin vies for the love of a beautiful princess, he uses a genie's magic power to make himself off as a prince in order to marry her.|aladdin_1992.jpg
Hotel Rwanda|2004|12|121|Biography, Drama, History|Paul Rusesabagina was a hotel manager who housed over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda.|hotel_rwanda_2004.jpg
The Others|2001|12|104|Horror, Mystery, Thriller|A woman who lives in a darkened old house with her two photosensitive children becomes convinced that her family home is haunted.|the_others_2001.jpg
Unbreakable|2000|12|106|Drama, Mystery, Sci-Fi|A man learns something extraordinary about himself after a devastating accident.|unbreakable_2000.jpg
Inside Man|2006|18|129|Crime, Drama, Mystery|A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.|inside_man_2006.jpg
Signs|2002|12|106|Drama, Mystery, Sci-Fi|A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.|signs_2002.jpg
Sicario|2015|18|121|Action, Crime, Drama|An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.|sicario_2015.jpg
The Breakfast Club|1985|18|97|Comedy, Drama|Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.|the_breakfast_club_1985.jpg
Batman|1989|12|126|Action, Adventure|The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker.|batman_1989.jpg
Die Hard 2|1990|18|124|Action, Thriller|John McClane attempts to avert disaster as rogue military operatives seize control of Dulles International Airport in Washington, D.C.|die_hard_2_1990.jpg
The Game|1997|18|129|Drama, Mystery, Thriller|After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality.|the_game_1997.jpg
The Mask|1994|12|101|Comedy, Fantasy|Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.|the_mask_1994.jpg
Yes Man|2008|12|104|Comedy, Romance|A man challenges himself to say "yes" to everything for an entire year.|yes_man_2008.jpg
Moon|2009|18|97|Drama, Mystery, Sci-Fi|Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.|moon_2009.jpg
The Fault in Our Stars|2014|12|126|Drama, Romance|Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.|the_fault_in_our_stars_2014.jpg
The Expendables|2010|18|103|Action, Adventure, Thriller|A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.|the_expendables_2010.jpg
Anchorman: The Legend of Ron Burgundy|2004|12|94|Comedy|Ron Burgundy is San Diego's top-rated newsman in the male-dominated broadcasting of the 1970s, but that's all about to change for Ron and his cronies when an ambitious woman is hired as a new anchor.|anchorman_the_legend_of_ron_burgundy_2004.jpg
Men in Black II|2002|12|88|Action, Adventure, Comedy|Agent J needs help so he is sent to find Agent K and restore his memory.|men_in_black_ii_2002.jpg
The Aviator|2004|12|170|Biography, Drama, History|A biopic depicting the early years of legendary Director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.|the_aviator_2004.jpg
Man on Fire|2004|18|146|Action, Crime, Drama|In Mexico City, a former assassin swears vengeance on those who committed an unspeakable act against the family he was hired to protect.|man_on_fire_2004.jpg
Sleepy Hollow|1999|18|105|Fantasy, Horror, Mystery|Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of 3 people with the culprit being the legendary apparition, the Headless Horseman.|sleepy_hollow_1999.jpg
Due Date|2010|18|95|Comedy, Drama|High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time.|due_date_2010.jpg
Men in Black 3|2012|12|106|Action, Adventure, Comedy|Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.|men_in_black_3_2012.jpg
50 First Dates|2004|12|99|Comedy, Drama, Romance|Henry Roth is a man afraid of commitment up until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams, until he discovers she has short-term memory loss and forgets him the next day.|50_first_dates_2004.jpg
Mission: Impossible III|2006|12|126|Action, Adventure, Thriller|IMF Agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancee in response.|mission_impossible_iii_2006.jpg
Up in the Air|2009|18|109|Drama, Romance|Ryan Bingham enjoys living out of a suitcase for his job, travelling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest, and a new hire.|up_in_the_air_2009.jpg
Mission: Impossible - Rogue Nation|2015|12|131|Action, Adventure, Thriller|Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.|mission_impossible_-_rogue_nation_2015.jpg
Flight|2012|18|138|Drama, Thriller|An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.|flight_2012.jpg
Speed|1994|18|116|Action, Adventure, Crime|A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.|speed_1994.jpg
Maleficent|2014|12|97|Action, Adventure, Family|A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.|maleficent_2014.jpg
The Devil's Advocate|1997|18|144|Drama, Mystery, Thriller|An exceptionally adept Florida lawyer is offered a job to work in New York City for a high-end law firm with a high-end boss - the biggest opportunity of his career to date.|the_devil's_advocate_1997.jpg
Fantastic Four|2005|12|106|Action, Adventure, Fantasy|A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.|fantastic_four_2005.jpg
Brokeback Mountain|2005|18|134|Drama, Romance|The story of a forbidden and secretive relationship between two cowboys, and their lives over the years.|brokeback_mountain_2005.jpg
The Lego Movie|2014|12|100|Animation, Action, Adventure|An ordinary LEGO construction worker, thought to be the prophesied as "special", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.|the_lego_movie_2014.jpg
TRON: Legacy|2010|12|125|Action, Adventure, Sci-Fi|The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.|tron_legacy_2010.jpg
The Ring|2002|12|115|Horror, Mystery|A journalist must investigate a mysterious videotape which seems to cause the death of anyone in a week of viewing it.|the_ring_2002.jpg
Ocean's Thirteen|2007|12|122|Crime, Thriller|Danny Ocean rounds up the boys for a third heist, after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.|ocean's_thirteen_2007.jpg
Equilibrium|2002|18|107|Action, Drama, Sci-Fi|In an oppressive future where all forms of feeling are illegal, a man in charge of enforcing the law rises to overthrow the system and state.|equilibrium_2002.jpg
Mean Girls|2004|12|97|Comedy|Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.|mean_girls_2004.jpg
The Big Short|2015|18|130|Biography, Comedy, Drama|In 2006-7 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.|the_big_short_2015.jpg
Room|2015|18|118|Drama, Thriller|A young boy is raised within the confines of a small shed.|room_2015.jpg
Meet the Parents|2000|12|108|Comedy, Romance|Male nurse Greg Focker meets his girlfriend's parents before proposing, but her suspicious father is every date's worst nightmare.|meet_the_parents_2000.jpg
Pearl Harbor|2001|12|183|Action, Drama, History|A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.|pearl_harbor_2001.jpg
The Rock|1996|18|136|Action, Adventure, Thriller|A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men, led by a renegade general, threaten a nerve gas attack from Alcatraz against San Francisco.|the_rock_1996.jpg
Pineapple Express|2008|18|111|Action, Comedy, Crime|A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.|pineapple_express_2008.jpg
Split|2016|12|117|Horror, Thriller|Three girls are kidnapped by a man with a diagnosed 23 distinct personalities. They must try to escape before the apparent emergence of a frightful new 24th.|split_2016.jpg
Lucky Number Slevin|2006|18|110|Crime, Drama, Mystery|A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses: The Rabbi and The Boss. Slevin is under constant surveillance by relentless Detective Brikowski as well as the infamous assassin Goodkat and finds himself having to hatch his own ingenious plot to get them before they get him.|lucky_number_slevin_2006.jpg
Shooter|2007|18|124|Action, Crime, Drama|A marksman living in exile is coaxed back into action after learning of a plot to kill the President. Ultimately double-crossed and framed for the attempt, he goes on the run to find the real killer and the reason he was set up.|shooter_2007.jpg
The Simpsons Movie|2007|12|87|Animation, Adventure, Comedy|After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpson family are declared fugitives.|the_simpsons_movie_2007.jpg
The Island|2005|12|136|Action, Adventure, Romance|A man living in a futuristic sterile colony begins to question his circumscribed existence when his friend is chosen to go to the Island, the last uncontaminated place on earth.|the_island_2005.jpg
Passengers|2016|12|116|Drama, Romance, Sci-Fi|A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.|passengers_2016.jpg
Justice League|2017|12|120|Action, Adventure, Fantasy|Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face an even greater enemy.|justice_league_2017.jpg
3 Idiots|2009|12|170|Comedy, Drama|Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them "idiots".|3_idiots_2009.jpg
Being John Malkovich|1999|18|112|Comedy, Drama, Fantasy|A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.|being_john_malkovich_1999.jpg
Moonrise Kingdom|2012|12|94|Adventure, Comedy, Drama|A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.|moonrise_kingdom_2012.jpg
The Equalizer|2014|18|132|Action, Crime, Thriller|A man believes he has put his mysterious past behind him and has dedicated himself to beginning a new, quiet life. But when he meets a young girl under the control of ultra-violent Russian gangsters, he can't stand idly by - he has to help her.|the_equalizer_2014.jpg
Mulholland Drive|2001|18|147|Drama, Mystery, Thriller|After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.|mulholland_drive_2001.jpg
Mission: Impossible II|2000|12|123|Action, Adventure, Thriller|IMF Agent Ethan Hunt is sent to Sydney, to find and destroy a genetically modified disease called "Chimera".|mission_impossible_ii_2000.jpg
Ferris Bueller's Day Off|1986|12|103|Comedy|A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that.|ferris_bueller's_day_off_1986.jpg
National Treasure|2004|12|131|Action, Adventure, Family|A historian races to find the legendary Templar Treasure before a team of mercenaries.|national_treasure_2004.jpg
Real Steel|2011|12|127|Action, Drama, Family|In the near future, robot boxing is a top sport. A struggling promoter feels he's found a champion in a discarded robot.|real_steel_2011.jpg
The Interview|2014|18|112|Comedy|Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show "Skylark Tonight". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to assassinate him.|the_interview_2014.jpg
Monsters University|2013|3|104|Animation, Adventure, Comedy|A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.|monsters_university_2013.jpg
